word,written_freq,spoken_freq,zhuyin,pinyin,tags
['課'],61,93,['ㄎㄜˋ'],['kè'],"level-1-star, basic, context-education-learning"
['空氣'],77,241,['ㄎㄨㄥ ㄑㄧˋ'],['kōngqì'],"level-1-star, basic, context-environment-nature"
['快'],479,531,['ㄎㄨㄞˋ'],['kuài'],"level-1-star, basic, context-core"
['快樂'],227,194,['ㄎㄨㄞˋ ㄌㄜˋ'],['kuàilè'],"level-1-star, basic, context-core"
"['筷子', '筷']",10,73,"['ㄎㄨㄞˋ ˙ㄗ', 'ㄎㄨㄞˋ']","['kuàizi', 'kuài']","level-1-star, basic, context-food-dining"
['累'],53,121,['ㄌㄟˋ'],['lèi'],"level-1-star, basic, context-core"
"['裡', '裏']",2558,1463,['ㄌㄧˇ'],['lǐ'],"level-1-star, basic, context-core"
['輛'],83,27,['ㄌㄧㄤˋ'],['liàng'],"level-1-star, basic, context-core"
['禮拜天'],4,12,['ㄌㄧˇ ㄅㄞˋ ㄊㄧㄢ'],['lǐbàitiān'],"level-1-star, basic, context-core"
"['裡面', '裏面']",158,1724,['ㄌㄧˇ ㄇㄧㄢˋ'],['lǐmiàn'],"level-1-star, basic, context-core"
['樓'],48,53,['ㄌㄡˊ'],['lóu'],"level-1-star, basic, context-daily-routines"
['慢'],65,91,['ㄇㄢˋ'],['màn'],"level-1-star, basic, context-core"
['忙'],127,144,['ㄇㄤˊ'],['máng'],"level-1-star, basic, context-core"
['馬上'],166,155,['ㄇㄚˇ ㄕㄤˋ'],['mǎshàng'],"level-1-star, basic, context-core"
['美'],212,205,['ㄇㄟˇ'],['měi'],"level-1-star, basic, context-core"
['每'],1388,1756,['ㄇㄟˇ'],['měi'],"level-1-star, basic, context-core"
['門'],322,124,['ㄇㄣˊ'],['mén'],"level-1-star, basic, context-core"
['門口'],70,16,['ㄇㄣˊ ㄎㄡˇ'],['ménkǒu'],"level-1-star, basic, context-core"
['麵'],25,44,['ㄇㄧㄢˋ'],['miàn'],"level-1-star, basic, context-food-dining"
['麵包'],39,67,['ㄇㄧㄢˋ ㄅㄠ'],['miànbāo'],"level-1-star, basic, context-food-dining"
['明年'],13,31,['ㄇㄧㄥˊ ㄋㄧㄢˊ'],['míngnián'],"level-1-star, basic, context-core"
['男'],98,27,['ㄋㄢˊ'],['nán'],"level-1-star, basic, context-core"
['能'],2327,1244,['ㄋㄥˊ'],['néng'],"level-1-star, basic, context-core"
"['唸', '念']",112,159,['ㄋㄧㄢˋ'],['niàn'],"level-1-star, basic, context-core"
['牛'],107,103,['ㄋㄧㄡˊ'],['niú'],"level-1-star, basic, context-personal-info"
['牛奶'],27,36,['ㄋㄧㄡˊ ㄋㄞˇ'],['niúnǎi'],"level-1-star, basic, context-food-dining"
['女'],212,47,['ㄋㄩˇ'],['nǚ'],"level-1-star, basic, context-core"
['怕'],200,270,['ㄆㄚˋ'],['pà'],"level-1-star, basic, context-core"
['胖'],30,27,['ㄆㄤˋ'],['pàng'],"level-1-star, basic, context-health-medical"
"['旁邊', '旁']",266,226,"['ㄆㄤˊ ㄅㄧㄢ', 'ㄆㄤˊ']","['pángbiān', 'páng']","level-1-star, basic, context-core"
['便宜'],38,61,['ㄆㄧㄢˊ ㄧˊ'],['piányí'],"level-1-star, basic, context-daily-routines"
['漂亮'],89,220,['ㄆㄧㄠˋ ㄌㄧㄤˋ'],['piàoliàng'],"level-1-star, basic, context-core"
['前面'],120,132,['ㄑㄧㄢˊ ㄇㄧㄢˋ'],['qiánmiàn'],"level-1-star, basic, context-core"
['前年'],5,9,['ㄑㄧㄢˊ ㄋㄧㄢˊ'],['qiánnián'],"level-1-star, basic, context-core"
['前天'],7,5,['ㄑㄧㄢˊ ㄊㄧㄢ'],['qiántiān'],"level-1-star, basic, context-core"
['起床'],29,29,['ㄑㄧˇ ㄔㄨㄤˊ'],['qǐchuáng'],"level-1-star, basic, context-daily-routines"
['起來'],465,438,['ㄑㄧˇ ㄌㄞˊ'],['qǐlái'],"level-1-star, basic, context-core"
['球'],82,52,['ㄑㄧㄡˊ'],['qiú'],"level-1-star, basic, context-leisure-entertainment"
['然後'],650,3102,['ㄖㄢˊ ㄏㄡˋ'],['ránhòu'],"level-1-star, basic, context-core"
['肉'],93,79,['ㄖㄡˋ'],['ròu'],"level-1-star, basic, context-food-dining"
['山'],270,319,['ㄕㄢ'],['shān'],"level-1-star, basic, context-core"
['上課'],49,133,['ㄕㄤˋ ㄎㄜˋ'],['shàngkè'],"level-1-star, basic, context-education-learning"
['生病'],45,103,['ㄕㄥ ㄅㄧㄥˋ'],['shēngbìng'],"level-1-star, basic, context-health-medical"
['生日'],26,34,['ㄕㄥ ㄖˋ'],['shēngrì'],"level-1-star, basic, context-personal-info"
['身體'],361,310,['ㄕㄣ ㄊㄧˇ'],['shēntǐ'],"level-1-star, basic, context-health-medical"
"['事', '事兒']",1579,626,"['ㄕˋ', 'ㄕˋ ㄦ']","['shì', 'shìr']","level-1-star, basic, context-core"
['手'],580,500,['ㄕㄡˇ'],['shǒu'],"level-1-star, basic, context-core"
['瘦'],29,26,['ㄕㄡˋ'],['shòu'],"level-1-star, basic, context-health-medical"
['舒服'],69,98,['ㄕㄨ ˙ㄈㄨ'],['shūfu'],"level-1-star, basic, context-core"
['水果'],28,124,['ㄕㄨㄟˇ ㄍㄨㄛˇ'],['shuǐguǒ'],"level-1-star, basic, context-food-dining"
['說話'],215,60,['ㄕㄨㄛ ㄏㄨㄚˋ'],['shuōhuà'],"level-1-star, basic, context-core"
['所以'],1000,4988,['ㄙㄨㄛˇ ㄧˇ'],['suǒyǐ'],"level-1-star, basic, context-core"
['它'],1389,5371,['ㄊㄚ'],['tā'],"level-1-star, basic, context-core"
['湯'],132,72,['ㄊㄤ'],['tāng'],"level-1-star, basic, context-food-dining"
['天氣'],55,200,['ㄊㄧㄢ ㄑㄧˋ'],['tiānqì'],"level-1-star, basic, context-travel-transport"
['甜'],32,77,['ㄊㄧㄢˊ'],['tián'],"level-1-star, basic, context-food-dining"
['跳'],96,77,['ㄊㄧㄠˋ'],['tiào'],"level-1-star, basic, context-core"
['跳舞'],28,26,['ㄊㄧㄠˋ ㄨˇ'],['tiàowǔ'],"level-1-star, basic, context-leisure-entertainment"
['聽見'],85,10,['ㄊㄧㄥ ㄐㄧㄢˋ'],['tīngjiàn'],"level-1-star, basic, context-core"
['痛'],97,109,['ㄊㄨㄥˋ'],['tòng'],"level-1-star, basic, context-core"
['頭'],462,230,['ㄊㄡˊ'],['tóu'],"level-1-star, basic, context-core"
['外國'],46,30,['ㄨㄞˋ ㄍㄨㄛˊ'],['wàiguó'],"level-1-star, basic, context-core"
['外頭'],21,7,['ㄨㄞˋ ˙ㄊㄡ'],['wàitou'],"level-1-star, basic, context-core"
['玩'],177,281,['ㄨㄢˊ'],['wán'],"level-1-star, basic, context-core"
['晚'],97,76,['ㄨㄢˇ'],['wǎn'],"level-1-star, basic, context-core"
"['晚餐', '晚飯']",62,35,"['ㄨㄢˇ ㄘㄢ', 'ㄨㄢˇ ㄈㄢˋ']","['wǎncān', 'wǎnfàn']","level-1-star, basic, context-core"
['碗'],68,76,['ㄨㄢˇ'],['wǎn'],"level-1-star, basic, context-food-dining"
['萬'],44,72,['ㄨㄢˋ'],['wàn'],"level-1-star, basic, context-core"
['為什麼'],445,814,['ㄨㄟˋ ㄕㄣˊ ˙ㄇㄛ'],['wèishénme'],"level-1-star, basic, context-core"
"['午餐', '午飯']",45,38,"['ㄨˇ ㄘㄢ', 'ㄨˇ ㄈㄢˋ']","['wǔcān', 'wǔfàn']","level-1-star, basic, context-core"
['下'],1263,1537,['ㄒㄧㄚˋ'],['xià'],"level-1-star, basic, context-core"
['下課'],10,28,['ㄒㄧㄚˋ ㄎㄜˋ'],['xiàkè'],"level-1-star, basic, context-education-learning"
['先'],548,795,['ㄒㄧㄢ'],['xiān'],"level-1-star, basic, context-core"
['像'],1169,1910,['ㄒㄧㄤˋ'],['xiàng'],"level-1-star, basic, context-core"
['小吃'],6,3,['ㄒㄧㄠˇ ㄔ'],['xiǎochī'],"level-1-star, basic, context-shopping-retail"
['下雨'],22,75,['ㄒㄧㄚˋ ㄩˇ'],['xiàyǔ'],"level-1-star, basic, context-environment-nature"
"['鞋子', '鞋']",72,86,"['ㄒㄧㄝˊ ˙ㄗ', 'ㄒㄧㄝˊ']","['xiézi', 'xié']","level-1-star, basic, context-core"
['星期'],91,52,['ㄒㄧㄥ ㄑㄧˊ'],['xīngqí'],"level-1-star, basic, context-core"
['姓'],57,12,['ㄒㄧㄥˋ'],['xìng'],"level-1-star, basic, context-personal-info"
['休息'],89,90,['ㄒㄧㄡ ㄒㄧˊ'],['xiūxí'],"level-1-star, basic, context-health-medical"
['眼睛'],267,118,['ㄧㄢˇ ㄐㄧㄥ'],['yǎnjīng'],"level-1-star, basic, context-health-medical"
['藥'],134,166,['ㄧㄠˋ'],['yào'],"level-1-star, basic, context-health-medical"
"['衣服', '衣']",141,253,"['ㄧ ㄈㄨˊ', 'ㄧ']","['yīfú', 'yī']","level-1-star, basic, context-core"
['一定'],551,848,['ㄧˊ ㄉㄧㄥˋ'],['yídìng'],"level-1-star, basic, context-core"
"['一共', '共']",119,87,"['ㄧˊ ㄍㄨㄥˋ', 'ㄍㄨㄥˋ']","['yígòng', 'gòng']","level-1-star, basic, context-core"
"['一點', '一點點', '一點兒']",413,731,"['ㄧˋ ㄉㄧㄢˇ', 'ㄧˋ ㄉㄧㄢˇ ㄉㄧㄢˇ', 'ㄧˋ ㄉㄧㄢˇ ㄦ']","['yìdiǎn', 'yìdiǎndiǎn', 'yìdiǎnr']","level-1-star, basic, context-core"
['一些'],609,1514,['ㄧˋ\u3000ㄒㄧㄝ'],['yìxiē'],"level-1-star, basic, context-core"
['一樣'],792,1056,['ㄧˊ ㄧㄤˋ'],['yíyàng'],"level-1-star, basic, context-core"
['以後'],302,688,['ㄧˇ ㄏㄡˋ'],['yǐhòu'],"level-1-star, basic, context-core"
['以前'],242,624,['ㄧˇ ㄑㄧㄢˊ'],['yǐqián'],"level-1-star, basic, context-core"
"['椅子', '椅']",74,32,"['ㄧˇ ˙ㄗ', 'ㄧˇ']","['yǐzi', 'yǐ']","level-1-star, basic, context-core"
['意思'],199,249,['ㄧˋ ˙ㄙ'],['yìsi'],"level-1-star, basic, context-core"
"['應該', '應']",946,1012,"['ㄧㄥ ㄍㄞ', 'ㄧㄥ']","['yīnggāi', 'yīng']","level-1-star, basic, context-core"
['因為'],1759,4184,['ㄧㄣ ㄨㄟˋ'],['yīnwèi'],"level-1-star, basic, context-core"
['右'],84,112,['ㄧㄡˋ'],['yòu'],"level-1-star, basic, context-core"
['右邊'],24,15,['ㄧㄡˋ ㄅㄧㄢ'],['yòubiān'],"level-1-star, basic, context-core"
['又'],2249,1494,['ㄧㄡˋ'],['yòu'],"level-1-star, basic, context-core"
"['有點', '有一點', '有點兒']",195,236,"['ㄧㄡˇ ㄉㄧㄢˇ', 'ㄧㄡˇ ㄧˋ ㄉㄧㄢˇ', 'ㄧㄡˇ ㄉㄧㄢˇ ㄦ']","['yǒudiǎn', 'yǒuyìdiǎn', 'yǒudiǎnr']","level-1-star, basic, context-core"
"['有時候', '有時']",304,466,"['ㄧㄡˇ ㄕˊ ㄏㄡˋ', '一ㄡˇ ㄕˊ']","['yǒushíhòu', 'yǒushí']","level-1-star, basic, context-core"
['魚'],165,175,['ㄩˊ'],['yú'],"level-1-star, basic, context-food-dining"
['雨'],65,161,['ㄩˇ'],['yǔ'],"level-1-star, basic, context-environment-nature"
['運動'],270,275,['ㄩㄣˋ ㄉㄨㄥˋ'],['yùndòng'],"level-1-star, basic, context-leisure-entertainment"
['再'],1274,1754,['ㄗㄞˋ'],['zài'],"level-1-star, basic, context-core"
['在'],12612,12148,['ㄗㄞˋ'],['zài'],"level-1-star, basic, context-core"
"['早餐', '早飯']",35,52,"['ㄗㄠˇ ㄘㄢ', 'ㄗㄠˇ ㄈㄢˋ']","['zǎocān', 'zǎofàn']","level-1-star, basic, context-core"
['怎麼樣'],59,494,['ㄗㄣˇ ˙ㄇㄜ ㄧㄤˋ'],['zěnmeyàng'],"level-1-star, basic, context-core"
['站'],273,179,['ㄓㄢˋ'],['zhàn'],"level-1-star, basic, context-core"
['張'],396,264,['ㄓㄤ'],['zhāng'],"level-1-star, basic, context-core"
['真'],579,373,['ㄓㄣ'],['zhēn'],"level-1-star, basic, context-core"
['真的'],351,1675,['ㄓㄣ ˙ㄉㄜ'],['zhēnde'],"level-1-star, basic, context-core"
['枝'],33,32,['ㄓ'],['zhī'],"level-1-star, basic, context-core"
['紙'],90,134,['ㄓˇ'],['zhǐ'],"level-1-star, basic, context-core"
['只'],1718,946,['ㄓˇ'],['zhǐ'],"level-1-star, basic, context-core"
['中'],3605,1443,['ㄓㄨㄥ'],['zhōng'],"level-1-star, basic, context-core"
['鐘頭'],14,12,['ㄓㄨㄥ ㄊㄡˊ'],['zhōngtóu'],"level-1-star, basic, context-core"
"['週末', '周末']",31,21,['ㄓㄡ ㄇㄛˋ'],['zhōumò'],"level-1-star, basic, context-core"
['住'],307,323,['ㄓㄨˋ'],['zhù'],"level-1-star, basic, context-core"
['豬'],51,40,['ㄓㄨ'],['zhū'],"level-1-star, basic, context-personal-info"
"['桌子', '桌']",137,72,"['ㄓㄨㄛ ˙ㄗ', 'ㄓㄨㄛ']","['zhuōzi', 'zhuō']","level-1-star, basic, context-core"
['自己'],2880,2324,['ㄗˋ ㄐㄧˇ'],['zìjǐ'],"level-1-star, basic, context-core"
['走路'],51,59,['ㄗㄡˇ ㄌㄨˋ'],['zǒulù'],"level-1-star, basic, context-core"
['最'],1730,2182,['ㄗㄨㄟˋ'],['zuì'],"level-1-star, basic, context-core"
"['嘴巴', '嘴']",177,77,"['ㄗㄨㄟˇ ˙ㄅㄚ', 'ㄗㄨㄟˇ']","['zuǐba', 'zuǐ']","level-1-star, basic, context-health-medical"
['左'],92,106,['ㄗㄨㄛˇ'],['zuǒ'],"level-1-star, basic, context-core"
['啊'],500,2836,['˙ㄚ'],['a'],"level-2, basic, context-core"
['把'],2814,2812,['ㄅㄚˇ'],['bǎ'],"level-2, basic, context-core"
['班'],82,176,['ㄅㄢ'],['bān'],"level-2, basic, context-core"
['辦法'],186,398,['ㄅㄢˋ ㄈㄚˇ'],['bànfǎ'],"level-2, basic, context-work-career"
['幫'],239,588,['ㄅㄤ'],['bāng'],"level-2, basic, context-core"
['幫忙'],89,273,['ㄅㄤ ㄇㄤˊ'],['bāngmáng'],"level-2, basic, context-core"
['幫助'],272,393,['ㄅㄤ ㄓㄨˋ'],['bāngzhù'],"level-2, basic, context-core"
['棒'],68,195,['ㄅㄤˋ'],['bàng'],"level-2, basic, context-core"
['包'],61,163,['ㄅㄠ'],['bāo'],"level-2, basic, context-core"
['北'],68,223,['ㄅㄟˇ'],['běi'],"level-2, basic, context-core"
['被'],1969,1237,['ㄅㄟˋ'],['bèi'],"level-2, basic, context-core"
['本來'],134,217,['ㄅㄣˇ ㄌㄞˊ'],['běnlái'],"level-2, basic, context-core"
['變'],334,377,['ㄅㄧㄢˋ'],['biàn'],"level-2, basic, context-core"
['別人'],480,357,['ㄅㄧㄝˊ ㄖㄣˊ'],['biérén'],"level-2, basic, context-core"
"['比較', '較']",764,2174,"['ㄅㄧˇ ㄐㄧㄠˋ', 'ㄐㄧㄠˋ']","['bǐjiào', 'jiào']","level-2, basic, context-core"
['病人'],121,191,['ㄅㄧㄥˋ ㄖㄣˊ'],['bìngrén'],"level-2, basic, context-health-medical"
['比賽'],121,100,['ㄅㄧˇ ㄙㄞˋ'],['bǐsài'],"level-2, basic, context-leisure-entertainment"
['部'],218,87,['ㄅㄨˋ'],['bù'],"level-2, basic, context-core"
"['部分', '部份']",321,466,['ㄅㄨˋ ㄈㄣˋ'],['bùfèn'],"level-2, basic, context-core"
['不過'],743,693,['ㄅㄨˊ ㄍㄨㄛˋ'],['búguò'],"level-2, basic, context-core"
['才'],1590,1559,['ㄘㄞˊ'],['cái'],"level-2, basic, context-core"
['參加'],188,204,['ㄘㄢ ㄐㄧㄚ'],['cānjiā'],"level-2, basic, context-core"
['差不多'],60,239,['ㄔㄚ\u3000 ㄅㄨˋ ㄉㄨㄛ'],['chābùduō'],"level-2, basic, context-core"
['場'],280,268,['ㄔㄤˇ'],['chǎng'],"level-2, basic, context-core"
['成績'],80,53,['ㄔㄥˊ ㄐㄧ'],['chéngjī'],"level-2, basic, context-education-learning"
"['春天', '春']",81,102,"['ㄔㄨㄣ ㄊㄧㄢ', 'ㄔㄨㄣ']","['chūntiān', 'chūn']","level-2, basic, context-core"
['次'],1325,1630,['ㄘˋ'],['cì'],"level-2, basic, context-core"
['戴'],95,62,['ㄉㄞˋ'],['dài'],"level-2, basic, context-core"
['當'],1150,895,['ㄉㄤ'],['dāng'],"level-2, basic, context-core"
['當然'],487,687,['ㄉㄤ ㄖㄢˊ'],['dāngrán'],"level-2, basic, context-core"
"['但是', '但']",3376,2621,"['ㄉㄢˋ ㄕˋ', 'ㄉㄢˋ']","['dànshì', 'dàn']","level-2, basic, context-core"
['道'],491,164,['ㄉㄠˋ'],['dào'],"level-2, basic, context-core"
['大人'],148,96,['ㄉㄚˋ ㄖㄣˊ'],['dàrén'],"level-2, basic, context-core"
['地'],2854,1161,['˙ㄉㄜ'],['de'],"level-2, basic, context-core"
['地'],2854,1161,['ㄉㄧˋ'],['dì'],"level-2, basic, context-core"
['電'],25,123,['ㄉㄧㄢˋ'],['diàn'],"level-2, basic, context-core"
['第一'],698,863,['ㄉㄧˋ ㄧ'],['dìyī'],"level-2, basic, context-core"
"['冬天', '冬']",65,168,"['ㄉㄨㄥ ㄊㄧㄢ', 'ㄉㄨㄥ']","['dōngtiān', 'dōng']","level-2, basic, context-core"
['方法'],401,287,['ㄈㄤ ㄈㄚˇ'],['fāngfǎ'],"level-2, basic, context-education-learning"
['放'],347,470,['ㄈㄤˋ'],['fàng'],"level-2, basic, context-core"
['發現'],734,657,['ㄈㄚ ㄒㄧㄢˋ'],['fāxiàn'],"level-2, basic, context-core"
['份'],198,204,['ㄈㄣˋ'],['fèn'],"level-2, basic, context-core"
['乾淨'],49,159,['ㄍㄢ ㄐㄧㄥˋ'],['gānjìng'],"level-2, basic, context-core"
['敢'],277,151,['ㄍㄢˇ'],['gǎn'],"level-2, basic, context-core"
"['剛剛', '剛']",311,924,['ㄍㄤ ㄍㄤ'],"['gānggāng', 'gāng']","level-2, basic, context-core"
['高興'],186,161,['ㄍㄠ ㄒㄧㄥˋ'],['gāoxìng'],"level-2, basic, context-core"
['高中'],56,43,['ㄍㄠ ㄓㄨㄥ'],['gāozhōng'],"level-2, basic, context-personal-info"
['各'],889,762,['ㄍㄜˋ'],['gè'],"level-2, basic, context-core"
['更'],1457,1320,['ㄍㄥˋ'],['gèng'],"level-2, basic, context-core"
['公司'],680,169,['ㄍㄨㄥ ㄙ'],['gōngsī'],"level-2, basic, context-work-career"
['狗'],184,80,['ㄍㄡˇ'],['gǒu'],"level-2, basic, context-personal-info"
['故事'],404,338,['ㄍㄨˋ ㄕˋ'],['gùshì'],"level-2, basic, context-leisure-entertainment"
['海'],108,237,['ㄏㄞˇ'],['hǎi'],"level-2, basic, context-core"
['行'],226,190,['ㄏㄤˊ'],['háng'],"level-2, basic, context-education-learning"
['好像'],259,660,['ㄏㄠˇ ㄒㄧㄤˋ'],['hǎoxiàng'],"level-2, basic, context-core"
['後來'],418,501,['ㄏㄡˋ ㄌㄞˊ'],['hòulái'],"level-2, basic, context-core"
['還'],2505,3842,['ㄏㄨㄢˊ'],['huán'],"level-2, basic, context-core"
['黃'],89,78,['ㄏㄨㄤˊ'],['huáng'],"level-2, basic, context-core"
['歡迎'],71,294,['ㄏㄨㄢ ㄧㄥˊ'],['huānyíng'],"level-2, basic, context-social-relations"
['回'],373,215,['ㄏㄨㄟˊ'],['huí'],"level-2, basic, context-core"
['回到'],248,208,['ㄏㄨㄟˊ ㄉㄠˋ'],['huídào'],"level-2, basic, context-core"
['活動'],310,303,['ㄏㄨㄛˊ ㄉㄨㄥˋ'],['huódòng'],"level-2, basic, context-leisure-entertainment"
['火'],96,105,['ㄏㄨㄛˇ'],['huǒ'],"level-2, basic, context-core"
['或是'],303,554,['ㄏㄨㄛˋ ㄕˋ'],['huòshì'],"level-2, basic, context-core"
['加'],110,185,['ㄐㄧㄚ'],['jiā'],"level-2, basic, context-core"
['間'],400,316,['ㄐㄧㄢ'],['jiān'],"level-2, basic, context-core"
['簡單'],212,339,['ㄐㄧㄢˇ ㄉㄢ'],['jiǎndān'],"level-2, basic, context-core"
['健康'],224,401,['ㄐㄧㄢˋ ㄎㄤ'],['jiànkāng'],"level-2, basic, context-health-medical"
['講'],268,1564,['ㄐㄧㄤˇ'],['jiǎng'],"level-2, basic, context-core"
['家庭'],250,305,['ㄐㄧㄚ ㄊㄧㄥˊ'],['jiātíng'],"level-2, basic, context-personal-info"
['記得'],215,220,['ㄐㄧˋ ˙ㄉㄜ'],['jìde'],"level-2, basic, context-core"
['接'],78,88,['ㄐㄧㄝ'],['jiē'],"level-2, basic, context-core"
"['計畫', '計劃']",286,228,['ㄐㄧˋ ㄏㄨㄚˋ'],['jìhuà'],"level-2, basic, context-core"
['機會'],326,364,['ㄐㄧ ㄏㄨㄟˋ'],['jīhuì'],"level-2, basic, context-core"
['近'],146,108,['ㄐㄧㄣˋ'],['jìn'],"level-2, basic, context-core"
['進步'],79,93,['ㄐㄧㄣˋ ㄅㄨˋ'],['jìnbù'],"level-2, basic, context-work-career"
['經過'],270,364,['ㄐㄧㄥ ㄍㄨㄛˋ'],['jīngguò'],"level-2, basic, context-core"
['經驗'],363,239,['ㄐㄧㄥ ㄧㄢˋ'],['jīngyàn'],"level-2, basic, context-core"
['緊張'],111,98,['ㄐㄧㄣˇ ㄓㄤ'],['jǐnzhāng'],"level-2, basic, context-core"
['句'],323,264,['ㄐㄩˋ'],['jù'],"level-2, basic, context-core"
['決定'],398,244,['ㄐㄩㄝˊ ㄉㄧㄥˋ'],['juédìng'],"level-2, basic, context-core"
['開始'],985,1483,['ㄎㄞ ㄕˇ'],['kāishǐ'],"level-2, basic, context-core"
['可愛'],56,117,['ㄎㄜˇ ㄞˋ'],['kěài'],"level-2, basic, context-core"
['客人'],82,101,['ㄎㄜˋ ㄖㄣˊ'],['kèrén'],"level-2, basic, context-shopping-retail"
['哭'],136,116,['ㄎㄨ'],['kū'],"level-2, basic, context-core"
['苦'],78,142,['ㄎㄨˇ'],['kǔ'],"level-2, basic, context-core"
['啦'],268,1199,['˙ㄌㄚ'],['la'],"level-2, basic, context-core"
['拉'],118,93,['ㄌㄚ'],['lā'],"level-2, basic, context-core"
"['老闆', '老板']",112,80,['ㄌㄠˇ ㄅㄢˇ'],['lǎobǎn'],"level-2, basic, context-shopping-retail"
['老人'],121,79,['ㄌㄠˇ ㄖㄣˊ'],['lǎorén'],"level-2, basic, context-core"
['離'],108,80,['ㄌㄧˊ'],['lí'],"level-2, basic, context-core"
['臉'],311,117,['ㄌㄧㄢˇ'],['liǎn'],"level-2, basic, context-health-medical"
['練習'],94,100,['ㄌㄧㄢˋ ㄒㄧˊ'],['liànxí'],"level-2, basic, context-education-learning"
"['聊天', '聊']",79,120,"['ㄌㄧㄠˊ ㄊㄧㄢ', 'ㄌㄧㄠˊ']","['liáotiān', 'liáo']","level-2, basic, context-social-relations"
['離開'],287,158,['ㄌㄧˊ ㄎㄞ'],['líkāi'],"level-2, basic, context-core"
['旅行'],65,66,['ㄌㄩˇ ㄒㄧㄥˊ'],['lǚxíng'],"level-2, basic, context-travel-transport"
['綠'],63,134,['ㄌㄩˋ'],['lǜ'],"level-2, basic, context-core"
['馬'],194,108,['ㄇㄚˇ'],['mǎ'],"level-2, basic, context-personal-info"
['賣'],128,219,['ㄇㄞˋ'],['mài'],"level-2, basic, context-core"
['貓'],69,49,['ㄇㄠ'],['māo'],"level-2, basic, context-leisure-entertainment"
['名'],430,307,['ㄇㄧㄥˊ'],['míng'],"level-2, basic, context-core"
['哪'],275,382,['˙ㄋㄚ'],['na'],"level-2, basic, context-core"
['那麼'],488,795,['ㄋㄚˋ ˙ㄇㄜ'],['nàme'],"level-2, basic, context-core"
['南'],77,98,['ㄋㄢˊ'],['nán'],"level-2, basic, context-core"
['能力'],389,173,['ㄋㄥˊ ㄌㄧˋ'],['nénglì'],"level-2, basic, context-core"
['年輕'],205,158,['ㄋㄧㄢˊ ㄑㄧㄥ'],['niánqīng'],"level-2, basic, context-personal-info"
['鳥'],86,111,['ㄋㄧㄠˇ'],['niǎo'],"level-2, basic, context-leisure-entertainment"
['努力'],258,290,['ㄋㄨˇ ㄌㄧˋ'],['nǔlì'],"level-2, basic, context-core"
['跑'],199,145,['ㄆㄠˇ'],['pǎo'],"level-2, basic, context-core"
['片'],266,254,['ㄆㄧㄢˋ'],['piàn'],"level-2, basic, context-core"
['票'],30,29,['ㄆㄧㄠˋ'],['piào'],"level-2, basic, context-leisure-entertainment"
['平常'],73,182,['ㄆㄧㄥˊ ㄔㄤˊ'],['píngcháng'],"level-2, basic, context-core"
['騎'],91,89,['ㄑㄧˊ'],['qí'],"level-2, basic, context-core"
['奇怪'],117,96,['ㄑㄧˊ ㄍㄨㄞˋ'],['qíguài'],"level-2, basic, context-emotions-attitudes"
['汽車'],122,46,['ㄑㄧˋ ㄔㄜ'],['qìchē'],"level-2, basic, context-travel-transport"
['清楚'],299,201,['ㄑㄧㄥ ㄔㄨˇ'],['qīngchǔ'],"level-2, basic, context-core"
"['其他', '其它']",735,426,['ㄑㄧˊ ㄊㄚ'],['qítā'],"level-2, basic, context-core"
['全'],690,726,['ㄑㄩㄢˊ'],['quán'],"level-2, basic, context-core"
['全部'],126,230,['ㄑㄩㄢˊ ㄅㄨˋ'],['quánbù'],"level-2, basic, context-core"
['讓'],2186,2818,['ㄖㄤˋ'],['ràng'],"level-2, basic, context-core"
['認識'],198,264,['ㄖㄣˋ ㄕˋ'],['rènshì'],"level-2, basic, context-core"
['認為'],760,343,['ㄖㄣˋ ㄨㄟˊ'],['rènwéi'],"level-2, basic, context-core"
['如果'],1392,1604,['ㄖㄨˊ ㄍㄨㄛˇ'],['rúguǒ'],"level-2, basic, context-core"
['聲'],230,65,['ㄕㄥ'],['shēng'],"level-2, basic, context-core"
"['聲音', '聲']",549,259,"['ㄕㄥ ㄧㄣ', 'ㄕㄥ']","['shēngyīn', 'shēng']","level-2, basic, context-core"
['試'],182,92,['ㄕˋ'],['shì'],"level-2, basic, context-core"
['市場'],221,143,['ㄕˋ ㄔㄤˇ'],['shìchǎng'],"level-2, basic, context-daily-routines"
['世界'],605,775,['ㄕˋ ㄐㄧㄝˋ'],['shìjiè'],"level-2, basic, context-core"
['事情'],436,865,['ㄕˋ ㄑㄧㄥˊ'],['shìqíng'],"level-2, basic, context-core"
['樹'],156,375,['ㄕㄨˋ'],['shù'],"level-2, basic, context-core"
['雙'],80,61,['ㄕㄨㄤ'],['shuāng'],"level-2, basic, context-core"
