context,vocab,pinyin,pos,level
旅行,這些,zhèxiē,Det,level2
旅行,那些,nàxiē,Det,level2
旅行,東方,dōngfāng,N,level2
旅行,非洲,fēizhōu,N,level2
旅行,美洲,měizhōu,N,level2
旅行,歐洲,ōuzhōu,N,level2
旅行,亞洲,yàzhōu,N,level2
旅行,大陸,dàlù,N,level2
旅行,動,dòng,Vp,level2
旅行,起,qĭ,Ptc,level2
旅行,停,tíng,Vp,level2
旅行,中心,zhōngxīn,N,level2
旅行,簽證,qiānzhèng,N,level2
旅行,行李,xínglĭ,N,level2
旅行,背包,bēibāo,N,level2
旅行,鎖,suŏ,N / V,level2
旅行,入口,rùkŏu,N,level2
旅行,出口,chūkŏu,N,level2
旅行,油,yóu,N,level2
旅行,鑰匙,yàoshi,N,level2
旅行,方向,fāngxiàng,N,level2
旅行,交通,jiāotōng,N,level2
旅行,標準,biāozhŭn,N / Vs,level2
旅行,拍照,pāizhào,V-sep,level2
健康及身體照護,腿,tuĭ,N,level2
健康及身體照護,背,bèi,N,level2
健康及身體照護,脖(子),bó(zi),N,level2
健康及身體照護,汗,hàn,N,level2
健康及身體照護,臉色,liănsè,N,level2
健康及身體照護,救護車,jiùhùchē,N,level2
健康及身體照護,咳嗽,késòu,Vi,level2
健康及身體照護,發燒,fāshāo,Vp-sep,level2
健康及身體照護,頭痛,tóutòng,Vs,level2
健康及身體照護,疼,téng,Vs,level2
健康及身體照護,保險,băoxiăn,N,level2
健康及身體照護,掛號,guàhào,V-sep,level2
健康及身體照護,牙刷,yáshuā,N,level2
健康及身體照護,藥房,yàofáng,N,level2
健康及身體照護,救命,jiùmìng,V-sep,level2
健康及身體照護,影響,yĭngxiăng,N / V,level2
健康及身體照護,感覺,gănjué,N / Vst,level2
健康及身體照護,精神,jīngshén,N,level2
健康及身體照護,正常,zhèngcháng,Vs,level2
購物,花,huā,V,level2
購物,有錢,yŏuqián,Vs,level2
購物,生意,shēngyì,N,level2
購物,商人,shāngrén,N,level2
購物,老闆娘/老板娘,lăobănniáng,N,level2
購物,店員,diànyuán,N,level2
購物,訂,dìng,V,level2
購物,訂位,dìngwèi,V-sep,level2
購物,得到,dédào,Vpt,level2
購物,困難,kùnnán,N / Vs,level2
購物,百貨公司,băihuògōngsī,N,level2
購物,夜市,yèshì,N,level2
購物,逛,guàng,V,level2
購物,逛街,guàngjiē,V-sep,level2
購物,排隊,páiduì,V-sep,level2
購物,客滿,kèmăn,Vp,level2
購物,刷卡,shuākă,V-sep,level2
購物,提,tí,V,level2
購物,流行,liúxíng,Vs,level2
購物,藍色,lánsè,N,level2
購物,綠色,lǜsè,N,level2
購物,紅色,hóngsè,N,level2
購物,黑色,hēisè,N,level2
購物,毛衣,máoyī,N,level2
購物,雨衣,yŭyī,N,level2
購物,內衣,nèiyī,N,level2
購物,上衣,shàngyī,N,level2
購物,皮鞋,píxié,N,level2
購物,手套,shŏutào,N,level2
購物,口袋,kŏudài,N,level2
購物,小費,xiăofèi,N,level2
購物,打折,dăzhé,V-sep,level2
購物,零錢,língqián,N,level2
購物,零用錢,língyòngqián,N,level2
購物,存,cún,V,level2
購物,毛,máo,M,level2
購物,高級,gāojí,Vs,level2
購物,一般,yībān,Vs,level2
購物,合適,héshì,Vs,level2
購物,適合,shìhé,Vst,level2
購物,圓,yuán,Vs,level2
購物,光,guāng,Vp,level2
購物,死,sĭ,Vp,level2
購物,髒,zāng,Vs,level2
購物,破,pò,Vp,level2
購物,袋,dài,M,level2
購物,套,tào,M,level2
飲食,沙拉,shālā,N,level2
飲食,牛排,niúpái,N,level2
飲食,海鮮,hăixiān,N,level2
飲食,火腿,huŏtuĭ,N,level2
飲食,熱狗,règŏu,N,level2
飲食,饅頭,mántou,N,level2
飲食,米,mĭ,N,level2
飲食,豆腐(˙ㄈㄨ),dòufu,N,level2
飲食,橘(子),jú(zi ),N,level2
飲食,葡萄(˙ㄊㄠ),pútao,N,level2
飲食,芒果,mángguŏ,N,level2
飲食,烏龍茶,wūlóngchá,N,level2
飲食,豆漿,dòujiāng,N,level2
飲食,可樂,kělè,N,level2
飲食,奶茶,năichá,N,level2
飲食,汽水,qìshuĭ,N,level2
飲食,冰塊/冰塊兒,bīngkuài/bīngkuàir,N,level2
飲食,甜點,tiándiăn,N,level2
飲食,餅乾,bĭnggān,N,level2
飲食,鹽,yán,N,level2
飲食,味/味兒,wèi/wèir,N,level2
飲食,聞,wén,V,level2
飲食,臭,chòu,Vs,level2
飲食,口,kŏu,M,level2
飲食,罐,guàn,M,level2
飲食,顆,kē,M,level2
飲食,任何,rènhé,Det,level2
飲食,許多,xǔduō,Det,level2
飲食,新鮮(˙ㄒㄧㄢ),xīnxian,Vs,level2
飲食,熟,shóu,Vs,level2
飲食,炒,chăo,V,level2
飲食,炸,zhá,V,level2
飲食,嚐/嘗,cháng,V,level2
飲食,裝,zhuāng,V,level2
其他,不用,bùyòng,Adv,level2
其他,不但,bùdàn,Conj,level2
其他,不必,bùbì,Vaux,level2
其他,不得了,bùdéliăo,Vs,level2
其他,不管,bùguăn,Conj,level2
其他,只好,zhĭhăo,Adv,level2
其他,或,huò,Conj,level2
其他,可能,kěnéng,N,level2
其他,而且,érqiě,Conj,level2
其他,原來,yuánlái,Adv,level2
其他,也許,yěxŭ,Adv,level2
其他,必須,bìxū,Adv,level2
其他,多麼,duōme,Adv,level2
其他,這樣,zhèyàng,Vs,level2
其他,那樣,nàyàng,Adv / Vs,level2
其他,等/等等,děng/děngděng,Ptc,level2
其他,別的,biéde,Det,level2
其他,除了,chúle,Prep,level2
其他,從來,cónglái,Adv,level2
其他,大概,dàgài,Adv,level2
其他,還好,háihăo,Adv,level2
其他,極,jí,Adv,level2
其他,接著,jiēzhe,Adv,level2
其他,結果,jiéguŏ,Conj,level2
其他,立刻,lìkè,Adv,level2
其他,沒想到,méixiăngdào,,level2
其他,其實,qíshí,Adv,level2
其他,其中,qízhōng,Det,level2
其他,完全,wánquán,Adv,level2
其他,相當,xiāngdāng,Adv,level2
其他,一切,yīqiè,Det,level2
其他,已,yĭ,Adv,level2
其他,尤其,yóuqí,Adv,level2
其他,越,yuè,Adv,level2
其他,整,zhěng,Det,level2
其他,正,zhèng,Adv,level2
其他,只要,zhĭyào,Conj,level2
其他,最好,zuìhăo,Adv,level2
其他,同樣,tóngyàng,Adv / Vs-attr,level2
其他,空,kōng,Vs,level2
其他,空,kòng,Vs,level2
其他,連,lián,Conj / Vst,level2
其他,倍,bèi,N,level2
其他,包括,bāokuò,Vst,level2
其他,步,bù,M,level2
其他,當時,dāngshí,N,level2
其他,等到,děngdào,Prep,level2
其他,煩,fán,Vs,level2
其他,剛好,gānghăo,Vs,level2
其他,或者,huòzhě,Conj,level2
其他,哇,wā,Ptc,level2
其他,需,xū,Vst,level2
其他,須,xū,Adv,level2
其他,直接,zhíjiē,Vs,level2
其他,總,zŏng,Adv,level2
其他,泡,pào,V,level2
其他,且,qiě,Conj,level2
其他,比方,bĭfāng,N,level2
其他,比方說,bĭfāngshūo,Vst,level2
其他,傳,chuán,V,level2
其他,另,lìng,Det,level2
其他,另外,lìngwài,Conj / Det,level2
其他,左右,zuŏyòu,N / V,level2
其他,當,dāng,Prep,level2
其他,類,lèi,M,level2
其他,樣,yàng,M,level2
,哎,āi,Ptc,level3
,唉,āi,Ptc,level3
,愛,ài,N,level3
,愛情,àiqíng,N,level3
,愛惜,àixí,Vst,level3
,愛心,àixīn,N,level3
,按,àn,Prep,level3
,安定,āndìng,Vs,level3
,安靜,ānjìng,Vs,level3
,安排,ānpái,N / V,level3
,安心,ānxīn,Vs,level3
,按照,ànzhào,Prep,level3
,把,bă,M,level3
,白,bái,Vs,level3
,白/白白,bái/báibái,Adv,level3
,白菜,báicài,N,level3
,擺,băi,V,level3
,榜樣,băngyàng,N,level3
,班機,bānjī,N,level3
,辦理,bànlĭ,V,level3
,半天,bàntiān,N,level3
,包,bāo,V,level3
,包含,bāohán,Vst,level3
,寶貝,băobèi,N,level3
,寶貴,băoguì,Vs,level3
,保守,băoshŏu,Vs,level3
,保養,băoyăng,V,level3
,保證/証,băozhèng,N / V,level3
,抱,bào,V,level3
,抱怨,bàoyuàn,V,level3
,報名,bàomíng,V-sep,level3
,把握,băwò,V,level3
,北方,běifāng,N,level3
,被動,bèidòng,Vs,level3
,背後,bèihòu,N,level3
,背景,bèijĭng,N,level3
,輩子,bèizi,N,level3
,本,běn,Det,level3
,本人,běnrén,N,level3
,逼,bī,V,level3
,筆,bĭ,M,level3
,比,bĭ,V,level3
,鞭炮,biānpào,N,level3
,變,biàn,Vp,level3
,變成,biànchéng,Vpt,level3
,變更,biàngēng,V,level3
,變化,biànhuà,N / Vs,level3
,便條,biàntiáo,N,level3
,表達,biăodá,V,level3
,表面,biăomiàn,N,level3
,表示,biăoshì,V,level3
,表現,biăoxiàn,N / V,level3
,表演,biăoyăn,V / N,level3
,畢竟,bìjìng,Adv,level3
,避免,bìmiăn,V,level3
,餅,bĭng,N,level3
,病,bìng,Vp,level3
,比如/比如說,bĭrú/bĭrúshuō,Prep,level3
,必要,bìyào,Vs,level3
,播,bò,V,level3
,博士,bóshì,N,level3
,博物館,bówùguăn,N,level3
,布,bù,N,level3
,不見(了),bùjiàn(le),Vp,level3
,不得不,bùdébù,Adv,level3
,不斷,bùduàn,Adv / Vs,level3
,不論,bùlùn,Conj,level3
,不滿,bùmăn,Vs,level3
,部門,bùmén,N,level3
,不如,bùrú,conj,level3
,不少,bùshăo,Det / Vs,level3
,不幸,bùxìng,Vs,level3
,不用說,bùyòngshuō,Conj,level3
,布/佈置,bùzhì,V,level3
,不足,bùzú,Vs,level3
,擦,cā,V,level3
,猜,cāi,V,level3
,材料,cáiliào,N,level3
,採用,căiyòng,V,level3
,餐,cān,M,level3
,參考,cānkăo,V,level3
,草地,căodì,N,level3
,草原,căoyuán,N,level3
,曾,céng,Adv,level3
,曾經,céngjīng,Adv,level3
,差點/差點兒/差一點兒,chādiăn/chādiănr/chāyīdiănr,Adv,level3
,差別,chābié,N,level3
,嘗試/嚐試,chángshì,V,level3
,產品,chănpĭn,N,level3
,產生,chănshēng,Vpt,level3
,超過,chāoguò,Vpt,level3
,超級,chāojí,Vs-attr,level3
,吵架,chăojià,V-sep,level3
,差異,chāyì,N,level3
,車禍,chēhuò,N,level3
,趁,chèn,Prep,level3
,襯衫,chènshān,N,level3
,成,chéng,Vpt,level3
,成果,chéngguŏ,N,level3
,成就,chéngjiù,N,level3
,承認,chéngrèn,V,level3
,誠實,chéngshí,Vs,level3
,成熟,chéngshóu,Vs,level3
,成長,chéngzhăng,Vs,level3
,尺,chĭ,M,level3
,吃喝玩樂,chīhēwánlè,Vi,level3
,蟲(子),chóng(zi),N,level3
,充實,chōngshí,Vs,level3
,重新,chóngxīn,Adv,level3
,醜,chŏu,Vs,level3
,抽,chōu,V,level3
,初,chū,N,level3
,串,chuàn,M,level3
,創造,chuàngzào,V,level3
,出版,chūbăn,V,level3
,出差,chūchāi,V-sep,level3
,出發,chūfā,Vp,level3
,出現,chūxiàn,Vp,level3
,出租,chūzū,V,level3
,處理,chŭlĭ,V,level3
,廚師,chúshī,N,level3
,吹,chuī,V,level3
,此,cĭ,Det,level3
,刺激,cìjī,N / Vs,level3
,從不,cóngbù,Adv,level3
,從小,cóngxiăo,Adv,level3
,醋,cù,N,level3
,寸,cùn,M,level3
,存在,cúnzài,Vi,level3
,錯,cuò,N,level3
,錯誤,cuòwù,N,level3
,挫折,cuòzhé,N,level3
,達成,dáchéng,Vpt,level3
,打架,dăjià,V-sep,level3
,大多數,dàduōshù,Det,level3
,大方,dàfāng,Vs,level3
,大會,dàhuì,N,level3
,代表,dàibiăo,N / V,level3
,代替,dàitì,V,level3
,帶領,dàilĭng,V,level3
,單純,dānchún,Vs,level3
,淡,dàn,Vs,level3
,當場,dāngchăng,Adv,level3
,當地,dāngdì,N,level3
,當面,dāngmiàn,Adv,level3
,當年,dāngnián,N,level3
,當天,dàngtiān,N,level3
,當作/當做,dàngzuò,Vst,level3
,擔任,dānrèn,V,level3
,單身,dānshēn,Vs,level3
,島,dăo,N,level3
,倒,dăo,V,level3
,導演,dăoyăn,N,level3
,到,dào,Conj / Prep,level3
,倒,dào,Adv,level3
,到底,dàodĭ,Adv / Vs-pred,level3
,倒是,dàoshì,Adv,level3
,道德,dàodé,N,level3
,道教,Dàojiào,N,level3
,道理,dàolĭ,N,level3
,道歉,dàoqiàn,V-sep,level3
,答應,dāyìng,V,level3
,打掃,dăsăo,V,level3
,打聽,dătīng,V,level3
,大小,dàxiăo,N,level3
,大約,dàyuē,Adv,level3
,打仗,dăzhàng,V-sep,level3
,得,dé,Vaux,level3
,得意,déyì,Vs,level3
,等待,děngdài,V,level3
,燈光,dēngguāng,N,level3
,敵人,dírén,N,level3
,抵達,dĭdá,V,level3
,地板,dìbăn,N,level3
,地帶,dìdài,N,level3
,地理,dìlĭ,N,level3
,地球,dìqiú,N,level3
,地區,dìqū,N,level3
,地攤,dìtān,N,level3
,地位,dìwèi,N,level3
,地下,dìxià,N,level3
,地形,dìxíng,N,level3
,點,diăn,M / N / V,level3
,電車,diànchē,N,level3
,電池,diànchí,N,level3
,電燈,diàndēng,N,level3
,調查,diàochá,V,level3
,東北,dōngběi,N,level3
,東南,dōngnán,N,level3
,懂事,dŏngshì,Vs,level3
,動物園,dòngwùyuán,N,level3
,逗,dòu,V,level3
,都市,dūshì,N,level3
,毒品,dúpĭn,N,level3
,獨特,dútè,Vs,level3
,讀者,dúzhě,N,level3
,段,duàn,M,level3
,堆,duī,M,level3
,對,duì,M / Prep / V,level3
,對方,duìfāng,N,level3
,對話,duìhuà,N,level3
,對了,duìle,,level3
,對象,duìxiàng,N,level3
,頓,dùn,M,level3
,多多(˙ㄉㄨㄛ)少少,duōduoshăoshăo,Adv,level3
,嗯(˙ㄣ),en,Ptc,level3
,而,ér,Conj,level3
,兒童,értóng,N,level3
,發,fā,V,level3
,發表,fābiăo,V,level3
,發財,fācái,Vp-sep,level3
,發出,fāchū,Vpt,level3
,發達,fādá,Vs,level3
,發揮,fāhuī,V,level3
,發覺,fājué,Vpt,level3
,發明,fāmíng,N / Vpt,level3
,犯,fàn,Vst,level3
,反而,fănér,Conj,level3
,方式,fāngshì,N,level3
,房客,fángkè,N,level3
,訪問/訪,făngwèn,V,level3
,煩惱,fánnăo,Vs,level3
,範圍,fànwéi,N,level3
,翻譯/翻/譯,fānyì/fān/yì,V,level3
,反應,fănyìng,N,level3
,發票,fāpiào,N,level3
,發脾氣,fāpíqì,Vi,level3
,非,fēi,Adv / Vst,level3
,費用,fèiyòng,N,level3
,豐富,fēngfù,Vs,level3
,風格,fēnggé,N,level3
,風俗,fēngsú,N,level3
,分開,fēnkāi,Vp,level3
,佛教,Fójiào,N,level3
,否則,fŏuzé,Conj,level3
,夫婦,fūfù,N,level3
,符合,fúhé,Vst,level3
,福利,fúlì,N,level3
,服裝,fúzhuāng,N,level3
,腐敗,fŭbài,Vs,level3
,付出,fùchū,Vpt,level3
,負擔,fùdān,N / V,level3
,複習,fùxí,V,level3
,負責,fùzé,Vs,level3
,該,gāi,Vaux,level3
,改變,găibiàn,N / V,level3
,改進,găijìn,V,level3
,改善,găishàn,V,level3
,改天,găitiān,Adv,level3
,蓋,gài,V,level3
,概念,gàiniàn,N,level3
,趕,găn,V,level3
,趕上,gănshàng,Vpt,level3
,感動,găndòng,Vs,level3
,感想,gănxiăng,N,level3
,感謝,gănxiè,Vst,level3
,感興趣,gănxìngqù,Vs,level3
,鋼琴,gāngqín,N,level3
,高速,gāosù,Vs-attr,level3
,搞,găo,V,level3
,個,ge,Ptc,level3
,歌曲,gēqŭ,N,level3
,歌星,gēxīng,N,level3
,隔壁,gébì,N,level3
,個人,gèrén,N,level3
,個子/個兒,gèzi/gèr,N,level3
,給,gěi,Prep,level3
,革命,gémìng,Vi,level3
,跟,gēn,Prep / V,level3
,根,gēn,M / V,level3
,根據/據,gēnjù/jù,Prep,level3
,更加,gèngjiā,Adv,level3
,各式各樣,gèshìgèyàng,Vs-attr,level3
,各位,gèwèi,N,level3
,工廠,gōngchăng,N,level3
,公尺,gōngchĭ,M,level3
,公分,gōngfēn,M,level3
,功夫,gōngfu,N,level3
,公共,gōnggòng,Vs-attr,level3
,公斤,gōngjīn,M,level3
,工具,gōngjù,N,level3
,公克,gōngkè,M,level3
,公里,gōnglĭ,M,level3
,功能,gōngnéng,N,level3
,恭喜,gōngxĭ,V,level3
,工業,gōngyè,N,level3
,公寓,gōngyù,N,level3
,工作,gōngzuò,Vi,level3
,共同,gòngtóng,Vs-attr,level3
,貢獻,gòngxiàn,N / V,level3
,溝通,gōutōng,V,level3
,夠,gòu,Adv,level3
,購買,gòumăi,V,level3
,姑娘（˙ㄋㄧㄤ）,gūniang,N,level3
,古,gŭ,Vs-attr,level3
,古代,gŭdài,N,level3
,古蹟/跡,gŭjī,N,level3
,古老,gŭlăo,Vs,level3
,顧,gù,V,level3
,顧客,gùkè,N,level3
,故意,gùyì,Vs,level3
,刮,guā,V,level3
,乖,guāi,Vs,level3
,怪,guài,V / Vs,level3
,關,guān,Vp,level3
,觀察,guānchá,V,level3
,觀點,guāndiăn,N,level3
,管,guăn,V,level3
,廣播,guăngbò,N / Vi,level3
,廣場,guăngchăng,N,level3
,廣告,guănggào,N,level3
,觀念,guānniàn,N,level3
,觀眾,guānzhòng,N,level3
,規矩,guījŭ,N,level3
,規模,guīmó,N,level3
,鬼,guĭ,N,level3
,貴姓,guìxìng,,level3
,國內,guónèi,N,level3
,國外,guówài,N,level3
,國王,guówáng,N,level3
,國語,guóyŭ,N,level3
,過去,guòqù,N / Vi,level3
,過日子,guòrìzi,Vi,level3
,嗨,hāi,Ptc,level3
,還是,háishì,Adv,level3
,還要,háiyào,Adv,level3
,海報,hăibào,N,level3
,海灘,hăitān,N,level3
,海洋,hăiyáng,N,level3
,害,hài,V,level3
,航空,hángkōng,N,level3
,漢語,hànyŭ,N,level3
,好,hào,Vs,level3
,好好/好好兒,hăohăo/hăohăor,Adv,level3
,好了,hăole,Ptc,level3
,和,hé,Prep,level3
,合,hé,Adv,level3
,合唱,héchàng,V,level3
,黑,hēi,Vs,level3
,恨,hèn,Vst,level3
,恨不得,hènbùde,Vst,level3
,紅,hóng,Vs,level3
,紅包,hóngbāo,N,level3
,紅豆,hóngdòu,N,level3
,紅綠燈,hónglǜdēng,N,level3
,厚,hòu,Vs,level3
,後,hòu,Det / N,level3
,忽然/忽,hūrán/hū,Adv,level3
,糊塗,hútú,Vs,level3
,互相,hùxiāng,Adv,level3
,護照,hùzhào,N,level3
,黃,huáng,Vs,level3
,花心,huāxīn,Vs,level3
,花園,huāyuán,N,level3
,滑雪,huáxuě,V-sep,level3
,話題,huàtí,N,level3
,化妝品,huàzhuāngpĭn,N,level3
,恢復,huīfù,Vpt,level3
,回,huí,M,level3
,回想,huíxiăng,V,level3
,會,huì,N,level3
,會場,huìchăng,N,level3
,會話,huìhuà,N,level3
,會議,huìyì,N,level3
,婚禮,hūnlĭ,N,level3
,婚姻,hūnyīn,N,level3
,混亂,hùnluàn,Vs,level3
,活,huó,Vs-attr,level3
,活動,huódòng,Vi,level3
,或許,huòxŭ,Adv,level3
,基本,jīběn,N / Vs,level3
,基礎,jīchŭ,N,level3
,激動,jīdòng,Vs,level3
,基督教,Jīdūjiào,N,level3
,積極,jījí,Vs,level3
,激烈,jīliè,Vs,level3
,機器,jīqì,N,level3
,及,jí,Conj,level3
,及時,jíshí,Adv,level3
,擠,jĭ,V / Vs,level3
,記,jì,Vst / V,level3
,記錄,jìlù,N / V,level3
,紀念,jìniàn,N / Vst,level3
,技巧,jìqiăo,N,level3
,繼續,jìxù,V,level3
,記憶,jìyì,N,level3
,記者,jìzhě,N,level3
,家,jiā,M,level3
,假,jiă,Vs,level3
,架,jià,M,level3
,價格,jiàgé,N,level3
,肩,jiān,N,level3
,肩膀,jiānbăng,N,level3
,堅持,jiānchí,Vs,level3
,剪,jiăn,V,level3
,檢查,jiănchá,V,level3
,將來,jiānglái,N,level3
,獎學金,jiăngxuéjīn,N,level3
,降低,jiàngdī,Vpt,level3
,講話,jiănghuà,V-sep,level3
,講價,jiăngjià,Vi,level3
,講究,jiăngjiù,Vs,level3
,醬油,jiàngyóu,N,level3
,堅強,jiānqiáng,Vs,level3
,減輕,jiănqīng,Vpt,level3
,減少,jiănshăo,Vpt,level3
,簡直,jiănzhí,Adv,level3
,建立,jiànlì,V,level3
,建設,jiànshè,N / V,level3
,驕傲,jiāoào,Vs,level3
,交流,jiāoliú,Vi,level3
,郊區,jiāoqū,N,level3
,交友,jiāoyŏu,Vi,level3
,角度,jiăodù,N,level3
,教,jiào,Vst,level3
,教材,jiàocái,N,level3
,教導,jiàodăo,V,level3
,教法,jiàofă,N,level3
,教練,jiàoliàn,N,level3
,教師,jiàoshī,N,level3
,教堂,jiàotáng,N,level3
,教訓,jiàoxùn,N,level3
,加強,jiāqiáng,V,level3
,加入,jiārù,Vpt,level3
,家鄉,jiāxiāng,N,level3
,家長,jiāzhăng,N,level3
,假如,jiărú,Conj,level3
,假裝,jiăzhuāng,V,level3
,價錢,jiàqián,N,level3
,價值,jiàzhí,N,level3
,接觸,jiēchù,V,level3
,接受,jiēshòu,V,level3
,結,jié,V,level3
,節,jié,M,level3
,節目,jiémù,N,level3
,結局,jiéjú,N,level3
,解決,jiějué,V,level3
,姊妹,jiěmèi,N,level3
,解釋,jiěshì,V / N,level3
,斤,jīn,M,level3
,金(子),jīn(zi),N,level3
,緊,jĭn,Vs,level3
,僅,jĭn,Adv,level3
,僅僅,jĭnjĭn,Adv,level3
,盡,jìn,V,level3
,進,jìn,V,level3
,經,jīng,V,level3
,經費,jīngfèi,N,level3
,經過,jīngguò,N / Prep,level3
,驚訝,jīngyà,Vs,level3
,經驗,jīngyàn,Vpt,level3
,警察,jĭngchá,N,level3
,儘管,jĭnguăn,Conj,level3
,進行,jìnxíng,V,level3
,進一步,jìnyībù,Adv,level3
,酒吧,jiŭbā,N,level3
,救,jiù,V,level3
,就,jiù,Prep,level3
,就是,jiùshì,Conj,level3
,就算,jiùsuàn,Conj,level3
,舅舅(˙ㄐㄧㄡ) /舅,jiùjiu,N,level3
,舅媽,jiùmā,N,level3
,居住,jūzhù,Vi,level3
,舉,jŭ,V,level3
,舉辦,jŭbàn,V,level3
,舉手,jŭshŏu,V-sep,level3
,舉行,jŭxíng,V,level3
,聚,jù,Vi,level3
,距,jù,Prep,level3
,拒絕,jùjué,V,level3
,距離,jùlí,N,level3
,劇本,jùběn,N,level3
,劇情,jùqíng,N,level3
,具有,jùyŏu,Vst,level3
,絕對,juéduì,Adv,level3
,角色,juésè,N,level3
,軍隊,jūnduì,N,level3
,軍人,jūnrén,N,level3
,卡車,kăchē,N,level3
,開放,kāifàng,V,level3
,開花,kāihuā,Vp-sep,level3
,開朗,kāilăng,Vs,level3
,開始,kāishĭ,N,level3
,看不起,kànbùqĭ,Vst,level3
,棵,kē,M,level3
,科,kē,M,level3
,科技,kējì,N,level3
,科學,kēxué,Vs / N,level3
,可,kě,Adv / Vaux,level3
,可靠,kěkào,Vs,level3
,可憐,kělián,Vs,level3
,渴望,kěwàng,Vst,level3
,可惡,kěwù,Vs,level3
,可以,kěyĭ,Vaux,level3
,刻,kè,M / V,level3
,克,kè,M,level3
,課程,kèchéng,N,level3
,課堂,kètáng,N,level3
